facility_ID,facility_name,address,city,state,zip,county,hospital_type,hospital_ownership,hosp_overall_rating,census_region,census_division,median_age,per_white_non_hisp,med_inc_15plus_12mo,per_below_poverty,per_college_grad_deg_25_plus,COMP_HIP_KNEE,MORT_30_AMI,MORT_30_CABG,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,PSI_03,PSI_04,PSI_06,PSI_08,PSI_09,PSI_10,PSI_11,PSI_12,PSI_13,PSI_14,PSI_15,PSI_90
360354,WEST CHESTER HOSPITAL,7700 UNIVERSITY DRIVE,WEST CHESTER,OH,45069,BUTLER,Acute Care Hospitals,Voluntary non-profit - Private,3,Midwest,East North Central,39.3,77,48852,4.2,54.5,2.2,10.8,,7.5,8.5,15.4,14.3,0.07,,0.23,0.05,2.12,0.84,5.28,2.83,3.37,1.05,0.84,0.8
360355,OHIO VALLEY SURGICAL HOSPITAL,100 WEST MAIN STREET,SPRINGFIELD,OH,45502,CLARK,Acute Care Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,48.9,95.7,37734,4.2,23.9,2.1,,,,,,,0.56,,0.19,0.07,2.36,0.89,5.1,3.29,3.93,,,0.95
360358,DILEY RIDGE MEDICAL CENTER,7911 DILEY ROAD,CANAL WINCHESTER,OH,43110,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,34.7,57.7,37113,6.2,34.3,,,,,,,,,,0.19,0.07,,,,,,,,
360359,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,3999 RICHMOND ROAD,BEACHWOOD,OH,44122,CUYAHOGA,Acute Care Hospitals,Voluntary non-profit - Private,5,Midwest,East North Central,45.9,56.4,43664,8.4,62.4,1.9,12.2,3.9,6.9,10.2,14.6,11.6,0.06,,0.16,0.05,2.61,0.97,2.69,2.95,3.24,0.75,0.79,0.69
360360,SOIN MEDICAL CENTER,3535 PENTAGON PARK BLVD,BEAVER CREEK,OH,45431,GREENE,Acute Care Hospitals,Voluntary non-profit - Private,2,Midwest,East North Central,34,79.1,38719,10.4,39.4,2.1,10.4,,7.3,11,16.7,13.8,0.64,,0.2,0.06,2.22,0.85,4.18,4.57,3.51,1.03,0.88,0.98
360361,KINGS DAUGHTERS MEDICAL CENTER OHIO,1901 ARGONNE ROAD,PORTSMOUTH,OH,45662,SCIOTO,Acute Care Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,38.2,89.2,20146,29.7,15.1,2.8,,,,,,,0.56,,0.19,0.07,2.62,0.92,5.84,3.34,4.04,,,0.98
360364,CLEVELAND CLINIC AVON HOSPITAL,33300 CLEVELAND CLINIC BLVD,AVON,OH,44011,LORAIN,Acute Care Hospitals,Voluntary non-profit - Private,5,Midwest,East North Central,41,87,57352,4.5,57.9,1.7,11.9,,7.6,7.7,14,10,0.57,,0.17,0.06,2.2,0.86,4,2.64,3.72,0.74,0.87,0.85
360365,AVITA ONTARIO,715 RICHLAND MALL,ONTARIO,OH,44906,RICHLAND,Acute Care Hospitals,Voluntary non-profit - Private,5,Midwest,East North Central,44.2,88.8,25977,11.7,22.8,2.4,,,8.6,12.5,16.1,,0.28,,0.18,0.26,2.32,0.89,11.36,3.06,3.87,0.79,0.99,1.03
360367,LAKE HEALTH BEACHWOOD MEDICAL CENTER,25501 CHAGRIN BLVD,BEACHWOOD,OH,44122,CUYAHOGA,Acute Care Hospitals,Proprietary,,Midwest,East North Central,45.9,56.4,43664,8.4,62.4,,,,,,,,0.51,,0.18,0.07,2.35,0.89,3.89,3.69,4.63,,,0.97
360368,KETTERING HEALTH TROY,600 WEST MAIN STREET,TROY,OH,45373,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,38.6,88.2,32294,7.3,28.9,,,,,12.6,,,0.37,,0.22,0.07,2.37,,,3.33,,,1.03,1.04
361300,PAULDING COUNTY HOSPITAL,1035 WEST WAYNE ST.,PAULDING,OH,45879,PAULDING,Critical Access Hospitals,Government - Local,,Midwest,East North Central,44.3,92.2,29211,12.4,15.3,,,,7.6,,16.8,,,,,,,,,,,,,
361301,COMMUNITY MEMORIAL HOSPITAL,208 N COLUMBUS ST,HICKSVILLE,OH,43526,DEFIANCE,Critical Access Hospitals,Government - Hospital District or Authority,,Midwest,East North Central,35.3,92.7,31292,5.2,18.8,,,,,,15.6,,,,,,,,,,,,,
361302,TWIN CITY MEDICAL CENTER,819 NORTH FIRST STREET,DENNISON,OH,44621,TUSCARAWAS,Critical Access Hospitals,Voluntary non-profit - Church,,Midwest,East North Central,36,97.6,25637,18.7,8.9,,,,,,,,,,,,,,,,,,,
361303,LODI COMMUNITY HOSPITAL,225 ELYRIA STREET,LODI,OH,44254,MEDINA,Critical Access Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,45.5,96.1,30403,12.9,11.8,,,,,,,,,,,,,,,,,,,
361304,GREENFIELD AREA MEDICAL CENTER,550 MIRABEAU STREET,GREENFIELD,OH,45123,HIGHLAND,Critical Access Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,39.8,94.5,27424,21.3,14.9,,,,,,,,,,,,,,,,,,,
361306,MERCY ALLEN HOSPITAL,200 WEST LORAIN STREET,OBERLIN,OH,44074,LORAIN,Critical Access Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,33.3,74.6,17252,17.5,39.6,2.7,,,,11.6,15.8,,,,,,,,,,,,,
361307,UHHS MEMORIAL HOSPITAL OF GENEVA,870 WEST MAIN STREET,GENEVA,OH,44041,ASHTABULA,Critical Access Hospitals,Voluntary non-profit - Private,4,Midwest,East North Central,47,91,24523,16.4,14.1,,,,8.4,10.7,16,,,,,,,,,,,,,
361308,UH CONNEAUT MEDICAL CENTER,158 WEST MAIN ROAD,CONNEAUT,OH,44030,Ashtabula,Critical Access Hospitals,Voluntary non-profit - Other,5,Midwest,East North Central,43.7,89.1,21884,21.2,15,2.5,,,,10.5,17.1,,,,,,,,,,,,,
361309,"HENRY COUNTY HOSPITAL, INC",1600 EAST RIVERVIEW AVENUE,NAPOLEON,OH,43545,HENRY,Critical Access Hospitals,Voluntary non-profit - Private,4,Midwest,East North Central,42,87.6,30848,10.7,17.2,2.5,,,9.3,12.2,17.6,,,,,,,,,,,,,
361310,MERCY HEALTH - WILLARD HOSPITAL,1100 NEAL ZICK ROAD,WILLARD,OH,44890,HURON,Critical Access Hospitals,Voluntary non-profit - Private,5,Midwest,East North Central,42.1,86.1,30465,11,13.1,2.2,,,7.7,,17,,,,,,,,,,,,,
361311,HARRISON COMMUNITY HOSPITAL,951 EAST MARKET STREET,CADIZ,OH,43907,HARRISON,Critical Access Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,49.7,88.9,28107,11.8,13.4,,,,,,,,,,,,,,,,,,,
361312,MERCY HEALTH - URBANA HOSPITAL,904 SCIOTO STREET,URBANA,OH,43078,CHAMPAIGN,Critical Access Hospitals,Voluntary non-profit - Private,5,Midwest,East North Central,40.1,90.3,30595,12.6,17.8,,,,7.4,11.5,15.4,,,,,,,,,,,,,
361313,MORROW COUNTY HOSPITAL,651 WEST MARION ROAD,MOUNT GILEAD,OH,43338,MORROW,Critical Access Hospitals,Government - Local,,Midwest,East North Central,44.5,92.4,32070,7.7,19.3,,,,,,,,,,,,,,,,,,,
361314,MAGRUDER HOSPITAL,615 FULTON ST,PORT CLINTON,OH,43452,OTTAWA,Critical Access Hospitals,Voluntary non-profit - Private,5,Midwest,East North Central,53.4,92.8,32311,11.4,25.8,2.2,,,7.9,,15.8,,,,,,,,,,,,,
361315,HARDIN MEMORIAL HOSPITAL,921 EAST FRANKLIN STREET,KENTON,OH,43326,HARDIN,Critical Access Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,41.5,96.3,26825,14.6,14,,,,7.6,10,17,,,,,,,,,,,,,
361316,BUCYRUS COMMUNITY HOSPITAL,629 NORTH SANDUSKY AVENUE,BUCYRUS,OH,44820,CRAWFORD,Critical Access Hospitals,Voluntary non-profit - Other,,Midwest,East North Central,42.2,94.5,28499,11.6,14.5,,,,10.6,14.1,16.1,,,,,,,,,,,,,
361318,FOSTORIA COMMUNITY HOSPITAL,501 VAN BUREN STREET,FOSTORIA,OH,44830,SENECA,Critical Access Hospitals,Voluntary non-profit - Private,4,Midwest,East North Central,38.4,81.8,27823,20.7,11.4,2.2,,,,10.6,17.2,,,,,,,,,,,,,
361319,SELBY GENERAL HOSPITAL,1106 COLEGATE DRIVE,MARIETTA,OH,45750,WASHINGTON,Critical Access Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,43.9,93.3,25664,17.1,25,2.3,,,,,,,,,,,,,,,,,,
361320,HOLZER MEDICAL CENTER JACKSON,500 BURLINGTON ROAD,JACKSON,OH,45640,JACKSON,Critical Access Hospitals,Voluntary non-profit - Private,4,Midwest,East North Central,40.1,94.7,26296,16.4,16.8,,,,,11.9,15.1,,,,,,,,,,,,,
361321,"BARNESVILLE HOSPITAL ASSOCIATION, INC",639 WEST MAIN STREET,BARNESVILLE,OH,43713,BELMONT,Critical Access Hospitals,Voluntary non-profit - Private,3,Midwest,East North Central,45.2,94.5,23880,13.4,15.6,,,,,,15.3,,,,,,,,,,,,,
361322,BLUFFTON HOSPITAL,139 GARAU STREET,BLUFFTON,OH,45817,ALLEN,Critical Access Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,43.5,95.6,32375,2.7,36.2,,,,,,,,,,,,,,,,,,,
361323,AULTMAN ORRVILLE HOSPITAL,832 SOUTH MAIN STREET,ORRVILLE,OH,44667,WAYNE,Critical Access Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,36.7,86.4,29816,11.7,22.8,,,,,10.9,,,,,,,,,,,,,,
361324,OHIOHEALTH SHELBY HOSPITAL,199 WEST MAIN STREET,SHELBY,OH,44875,RICHLAND,Critical Access Hospitals,Voluntary non-profit - Private,5,Midwest,East North Central,45.6,96.8,29910,10.7,14,,,,,,19.4,,,,,,,,,,,,,
361325,GALION COMMUNITY HOSPITAL,269 PORTLAND WAY SOUTH,GALION,OH,44833,CRAWFORD,Critical Access Hospitals,Voluntary non-profit - Church,,Midwest,East North Central,43.7,97.5,25355,15.6,16.1,2.6,12.7,,8.2,13,15.1,,,,,,,,,,,,,
361326,ADAMS COUNTY REGIONAL MEDICAL CENTER,230 MEDICAL CENTER DRIVE,SEAMAN,OH,45679,ADAMS,Critical Access Hospitals,Government - Local,1,Midwest,East North Central,39.1,99.1,22702,20.6,19.5,,,,8,12.9,16.3,,,,,,,,,,,,,
361327,COMMUNITY HOSPITALS AND WELLNESS CENTERS,909 EAST SNYDER AVENUE,MONTPELIER,OH,43543,WILLIAMS,Critical Access Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,44.4,92.3,27511,13.6,11.8,,,,,,,,,,,,,,,,,,,
361328,PROMEDICA DEFIANCE REGIONAL HOSPITAL,1200 RALSTON AVENUE,DEFIANCE,OH,43512,DEFIANCE,Critical Access Hospitals,Voluntary non-profit - Private,3,Midwest,East North Central,42.3,83.7,31191,11.5,18.4,,,,9.3,12.9,18.8,,,,,,,,,,,,,
361329,WYANDOT MEMORIAL HOSPITAL,885 NORTH SANDUSKY AVENUE,UPPER SANDUSKY,OH,43351,WYANDOT,Critical Access Hospitals,Government - Hospital District or Authority,4,Midwest,East North Central,40.3,95.1,30013,7.2,22.5,2.3,,,9,10.1,20.1,,,,,,,,,,,,,
361330,HOCKING VALLEY COMMUNITY HOSPITAL,601 STATE ROUTE 664N,LOGAN,OH,43138,HOCKING,Critical Access Hospitals,Voluntary non-profit - Other,,Midwest,East North Central,39.4,95.8,29211,15.8,15,,,,9.6,,17.3,,,,,,,,,,,,,
361331,ADENA FAYETTE MEDICAL CENTER,1430 COLUMBUS AVENUE,WASHINGTON CH,OH,43160,FAYETTE,Critical Access Hospitals,Government - Local,2,Midwest,East North Central,41.8,91.7,26087,16.5,15.7,,,,8.8,,16.5,,,,,,,,,,,,,
361332,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,HILLSBORO,OH,45133,Highland,Critical Access Hospitals,Government - Hospital District or Authority,3,Midwest,East North Central,42.5,94.5,23280,22.6,15.7,,,,8.1,15.5,16.1,,,,,,,,,,,,,
361333,FULTON COUNTY HEALTH CENTER,725 SOUTH SHOOP AVENUE,WAUSEON,OH,43567,FULTON,Critical Access Hospitals,Voluntary non-profit - Private,2,Midwest,East North Central,40.6,83.1,30891,7.2,16.9,3.3,,,8.3,11.8,21.9,,,,,,,,,,,,,
361334,ADENA PIKE MEDICAL CENTER,100 DAWN LANE,WAVERLY,OH,45690,PIKE,Critical Access Hospitals,Voluntary non-profit - Private,,Midwest,East North Central,40.2,97.2,28337,11.4,19.3,,,,,,17.1,,,,,,,,,,,,,
363300,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,3333 BURNET AVENUE,CINCINNATI,OH,45229,HAMILTON,Childrens,Voluntary non-profit - Private,,Midwest,East North Central,37.8,22.1,21979,38,31,,,,,,,,,,,,,,,,,,,
363302,RAINBOW BABIES AND CHILDRENS HOSPITAL,11100 EUCLID AVENUE,CLEVELAND,OH,44106,CUYAHOGA,Childrens,Voluntary non-profit - Other,,Midwest,East North Central,30.6,40.6,17350,32,48.1,,,,,,,,,,,,,,,,,,,
363303,AKRON CHILDREN'S HOSPITAL,1 PERKINS SQUARE,AKRON,OH,44308,SUMMIT,Childrens,Voluntary non-profit - Private,,Midwest,East North Central,29.2,59.3,9015,63.2,14.4,,,,,,,,,,,,,,,,,,,
363304,CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHAB,"2801 MARTIN LUTHER KING, JR DRIVE",CLEVELAND,OH,44104,CUYAHOGA,Childrens,Voluntary non-profit - Private,,Midwest,East North Central,30.7,2.7,16518,53.7,8.6,,,,,,,,,,,,,,,,,,,
363305,NATIONWIDE CHILDREN'S HOSPITAL,700 CHILDREN'S DRIVE,COLUMBUS,OH,43205,FRANKLIN,Childrens,Voluntary non-profit - Private,,Midwest,East North Central,34.4,39.9,26696,31.2,32.2,,,,,,,,,,,,,,,,,,,
363306,DAYTON CHILDRENS HOSPITAL,1 CHILDRENS PLZ,DAYTON,OH,45404,MONTGOMERY,Childrens,Voluntary non-profit - Private,,Midwest,East North Central,33.2,74,17134,31.6,5.3,,,,,,,,,,,,,,,,,,,
363308,SHRINERS HOSPITALS FOR CHILDREN,"1 CHILDREN'S PLAZA, 2 WEST",DAYTON,OH,45404,MONTGOMERY,Childrens,Voluntary non-profit - Private,,Midwest,East North Central,33.2,74,17134,31.6,5.3,,,,,,,,,,,,,,,,,,,
364007,TWIN VALLEY BEHAVIORAL HEALTHCARE,2200 WEST BROAD STREET,COLUMBUS,OH,43223,FRANKLIN,Psychiatric,Government - Local,,Midwest,East North Central,33.1,66.3,22127,28.6,9.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364011,NORTHCOAST BEHAVIORAL HEALTHCARE NORTHFIELD CAMPUS,1756 SAGAMORE ROAD,NORTHFIELD,OH,44067,SUMMIT,Psychiatric,Government - State,,Midwest,East North Central,46.7,83.6,40366,4.1,37.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364014,NORTHWEST OHIO PSYCHIATRIC HOSPITAL,930 SOUTH DETROIT AVENUE,TOLEDO,OH,43614,LUCAS,Psychiatric,Government - State,,Midwest,East North Central,37.8,74.4,30675,19.2,29.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364015,APPALACHIAN BEHAVIORAL HEALTH CARE,100 HOSPITAL DRIVE,ATHENS,OH,45701,ATHENS,Psychiatric,Proprietary,,Midwest,East North Central,22.5,85.1,11152,35.5,52.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364029,WINDSOR LAURELWOOD CENTER FOR BEHAVORIAL MEDICINE,35900 EUCLID AVENUE,WILLOUGHBY,OH,44094,LAKE,Psychiatric,Proprietary,,Midwest,East North Central,44.9,88.2,36546,7.2,35.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364031,HEARTLAND BEHAVIORAL HEALTHCARE,3000 ERIE SW,MASSILLON,OH,44648,STARK,Psychiatric,Government - State,,Midwest,East North Central,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364035,SUMMIT BEHAVIORAL HEALTHCARE,1101 SUMMIT ROAD,CINCINNATI,OH,45237,HAMILTON,Psychiatric,Government - State,,Midwest,East North Central,40,22.6,24378,22.5,24.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364036,ARROWHEAD BEHAVIORAL HEALTH,1725 TIMBER LINE ROAD,MAUMEE,OH,43537,LUCAS,Psychiatric,Proprietary,,Midwest,East North Central,41.3,83.8,39572,7.5,41.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364038,BELMONT PINES HOSPITAL,615 CHURCHILL-HUBBARD RD,YOUNGSTOWN,OH,44505,MAHONING,Psychiatric,Proprietary,,Midwest,East North Central,37.5,38.8,18239,38.3,18.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364040,MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS,474 NORTH YELLOW SPRINGS STREET,SPRINGFIELD,OH,45504,CLARK,Psychiatric,Proprietary,,Midwest,East North Central,37.3,87.9,25355,11.2,26.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364041,OHIO HOSPITAL FOR PSYCHIATRY,880 GREENLAWN AVENUE,COLUMBUS,OH,43223,FRANKLIN,Psychiatric,Proprietary,,Midwest,East North Central,33.1,66.3,22127,28.6,9.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364044,LINDNER CENTER OF HOPE,4075 OLD WESTERN ROW ROAD,MASON,OH,45040,WARREN,Psychiatric,Voluntary non-profit - Private,,Midwest,East North Central,40.3,71.8,51313,3,63.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364047,RIDGEVIEW BEHAVIORAL HOSPITAL,17872 LINCOLN HIGHWAY,MIDDLE POINT,OH,45863,VAN WERT,Psychiatric,Proprietary,,Midwest,East North Central,42.9,97.2,28036,5.5,10.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364048,HAVEN BEHAVIORAL HOSPITAL OF DAYTON,"ONE ELIZABETH PLACE, SUITE 10B",DAYTON,OH,45417,MONTGOMERY,Psychiatric,Proprietary,,Midwest,East North Central,38.2,18,19433,33.3,9.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364049,DUBLIN SPRINGS,7625 HOSPITAL DRIVE,DUBLIN,OH,43016,FRANKLIN,Psychiatric,Proprietary,,Midwest,East North Central,36.8,64,52023,7.5,64.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364050,"ACCESS HOSPITAL DAYTON, LLC",2611 WAYNE AVENUE,DAYTON,OH,45420,MONTGOMERY,Psychiatric,Voluntary non-profit - Private,,Midwest,East North Central,38.4,85,30943,16.8,23.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364051,BECKETT SPRINGS,8614 SHEPHERD FARM DRIVE,WEST CHESTER,OH,45069,BUTLER,Psychiatric,Proprietary,,Midwest,East North Central,39.3,77,48852,4.2,54.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364052,CLEAR VISTA HEALTH & WELLNESS,3364 KOLBE ROAD,LORAIN,OH,44053,LORAIN,Psychiatric,Proprietary,,Midwest,East North Central,39.2,62.5,30786,13.2,17.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364053,HIGHLAND SPRINGS,4199 MILL POND DRIVE,BEACHWOOD,OH,44122,CUYAHOGA,Psychiatric,Proprietary,,Midwest,East North Central,45.9,56.4,43664,8.4,62.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364054,GENERATIONS BEHAVIORAL HEALTH - GENEVA,60 WEST STREET,GENEVA,OH,44041,ASHTABULA,Psychiatric,Proprietary,,Midwest,East North Central,47,91,24523,16.4,14.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364055,SOJOURN AT SENECA,50 ST LAWRENCE DRIVE,TIFFIN,OH,44883,SENECA,Psychiatric,Voluntary non-profit - Private,,Midwest,East North Central,41.3,90.9,26629,11.3,21.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364056,ASSURANCE HEALTH CINCINNATI LLC,11690 GROOMS ROAD,CINCINNATI,OH,45242,HAMILTON,Psychiatric,Voluntary non-profit - Private,,Midwest,East North Central,43.5,76.9,49372,3.9,64.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364057,BLUERIDGE VISTA HEALTH AND WELLNESS,5500 VERULAM AVENUE,CINCINNATI,OH,45213,HAMILTON,Psychiatric,Proprietary,,Midwest,East North Central,40.1,50.8,40034,8.4,47.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364058,SUN BEHAVIORAL COLUMBUS,900 EAST DUBLIN GRANVILLE ROAD,COLUMBUS,OH,43229,FRANKLIN,Psychiatric,Voluntary non-profit - Private,,Midwest,East North Central,33.2,32.7,26607,22.3,23.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364059,ASSURANCE HEALTH HUDSON LLC,6260 HUDSON CROSSING PKWY,HUDSON,OH,44236,SUMMIT,Psychiatric,Proprietary,,Midwest,East North Central,43.4,87.9,53385,2.7,69.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364060,GENERATIONS BEHAVIORAL HEALTH-YOUNGSTOWN LLC,196 COLONIAL DRIVE,YOUNGSTOWN,OH,44504,MAHONING,Psychiatric,Proprietary,,Midwest,East North Central,43.2,43.8,21184,21.8,27.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364061,RIVER VISTA HEALTH AND WELLNESS LLC,1599 ALUM CREEK DRIVE,COLUMBUS,OH,43209,FRANKLIN,Psychiatric,Proprietary,,Midwest,East North Central,38,65.2,35653,9.7,55.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364062,MOUNT CARMEL BEHAVIORAL HEALTH,4646 HILTON CORPORATE DRIVE,COLUMBUS,OH,43232,FRANKLIN,Psychiatric,Proprietary,,Midwest,East North Central,34.1,30.1,27727,19.7,16.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364063,GEORGETOWN BEHAVIORAL HOSPITAL,425 HOME STREET,GEORGETOWN,OH,45121,BROWN,Psychiatric,Proprietary,,Midwest,East North Central,43.4,95.9,25556,28.1,14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364064,SUNRISEVISTA HEALTH AND WELLNESS,1223 MARKET AVENUE NORTH,CANTON,OH,44714,STARK,Psychiatric,Proprietary,,Midwest,East North Central,40.4,70.7,27630,14.5,19.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
364065,GLENWOOD BEHAVIORAL HEALTH HOSPITAL,2446 KIPLING AVENUE,CINCINNATI,OH,45239,HAMILTON,Psychiatric,Proprietary,,Midwest,East North Central,36.1,52.1,30012,11.9,21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
370001,HILLCREST MEDICAL CENTER,1120 SOUTH UTICA AVENUE,TULSA,OK,74104,TULSA,Acute Care Hospitals,Proprietary,2,South,West South Central,32,68.2,26816,26.4,39.9,1.9,12.2,3.8,9.8,13.1,16.4,16.8,0.63,155.96,0.18,0.03,2.42,0.87,4.68,2.73,4.37,0.63,1.03,0.86
370002,ALLIANCEHEALTH WOODWARD,900 17TH STREET,WOODWARD,OK,73801,WOODWARD,Acute Care Hospitals,Proprietary,2,South,West South Central,35.7,78,32080,14.6,17.9,3.4,,,9.9,12.7,18.3,,0.31,,0.18,0.07,2.36,0.9,5.12,3.24,3.88,0.78,0.99,0.93
